区域,城市,年份,文件类型,支出类别,匹配关键词,原文片段,金额（万元）,页码,文件名
东部,上海,2022,财政决算报告,human,保障,聚焦保障长三角生态绿色一体化发展示范区建设，落实专项资金11.8亿元，扎实推进长三角一体化高质量发展,118000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,human,教育支出,全市财政教育支出1122.6亿元，其中，市级支出312.2亿元,11226000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,physical,建设,落实市级建设资金473.8亿元，用好地方政府专项债券等资金，支持重大项目建设，发挥政府投资带动作用和财政政策激励作用，激发民间投资活力，形成投资内生增长机制,4738000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,human,失业,统筹帮扶重点群体就业，投入1亿元，对招录登记失业三个月以上人员或本市高校应届毕业生的企业，给予一次性吸纳就业补贴,10000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,human,补助,投入1.8亿元，实施国家一次性扩岗补助政策,18000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,human,就业,投入3亿元，实施困难行业企业稳就业补贴，帮助企业稳定岗位、不裁员少裁员,30000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,human,培训,投入1.7亿元，加大线上职业培训补贴力度,17000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,human,社保,全市社保支出1120.5亿元，其中，市级支出467.2亿元,11205000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,human,卫生健康支出,全市卫生健康支出1308.3亿元，其中，市级支出381.9亿元,13083000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,human,文化旅游体育与传媒支出,全市文化旅游体育与传媒支出162.2亿元，其中，市级支出75.7亿元,1622000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,physical,改造,投入160.5亿元，完成全市20.3万平方米二级以下旧里改造，全面完成中心城区成片旧改任务,1605000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,physical,改造,市级投入21亿元，支持老旧小区改造以及既有多层住宅加装电梯工作,210000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,physical,改造,市级投入27.4亿元，支持城中村改造,274000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,human,卫生健康支出,1-6月，卫生健康支出453亿元，完成预算的51.7%,4530000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,human,社会保障和就业支出,社会保障和就业支出677.9亿元，完成预算的54.5%,6779000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,human,商业服务业等支出,商业服务业等支出127.6亿元，完成预算的58%,1276000.0,,上海市2025年预算.txt
东部,上海,2023,财政决算报告,human,教育支出,其中：教育支出336.5亿元，完成预算的100.5%,3365000.0,,上海市2025年预算.txt
东部,上海,2023,财政决算报告,human,科学技术支出,科学技术支出265.3亿元，完成预算的115.7%,2653000.0,,上海市2025年预算.txt
东部,上海,2023,财政决算报告,human,社会保障和就业支出,社会保障和就业支出474.6亿元，完成预算的92.1%,4746000.0,,上海市2025年预算.txt
东部,上海,2023,财政决算报告,human,卫生健康支出,卫生健康支出328亿元，完成预算的109.2%,3280000.0,,上海市2025年预算.txt
东部,上海,2023,财政决算报告,human,节能环保支出,节能环保支出184.3亿元，完成预算的103.3%,1843000.0,,上海市2025年预算.txt
东部,上海,2023,财政决算报告,physical,基础设施,市级国有土地使用权出让支出638.7亿元，完成调整预算的96.8%，主要用于中心城区旧区改造、轨道交通和重点区域土地收储及配套基础设施建设等方面支出,6387000.0,,上海市2025年预算.txt
东部,上海,2023,财政决算报告,human,公共安全支出,全市公共安全支出473.5亿元，支持完善公共安全、社会治安防控体系，促进安全韧性城市建设,4735000.0,,上海市2025年预算.txt
东部,上海,2023,财政决算报告,human,就业,加大精准帮扶力度，全市多渠道统筹安排88亿元，综合实施高校、中职毕业生就业补贴、一次性吸纳就业补助等政策，持续强化高校毕业生、困难人群等重点群体就业支持和帮扶,880000.0,,上海市2025年预算.txt
东部,上海,2023,财政决算报告,human,社会保障和就业支出,全市社会保障和就业支出1187.6亿元,11876000.0,,上海市2025年预算.txt
东部,上海,2023,财政决算报告,human,教育支出,落实“两个只增不减”要求，全市财政教育支出1206.1亿元,12061000.0,,上海市2025年预算.txt
东部,上海,2023,财政决算报告,human,文化旅游体育与传媒支出,全市文化旅游体育与传媒支出152.7亿元,1527000.0,,上海市2025年预算.txt
东部,上海,2023,财政决算报告,human,社会保障和就业支出,1-6月，社会保障和就业支出692.2亿元，完成预算的52.9%,6922000.0,,上海市2025年预算.txt
东部,上海,2023,财政决算报告,human,公共安全支出,公共安全支出242.3亿元，完成预算的49.3%,2423000.0,,上海市2025年预算.txt
东部,上海,2023,财政决算报告,human,卫生健康支出,卫生健康支出349亿元，完成预算的46.2%,3490000.0,,上海市2025年预算.txt
东部,上海,2023,财政决算报告,human,教育支出,进一步加大财政教育投入，上半年，全市财政教育支出525.3亿元，同比增长6.7%,5253000.0,,上海市2025年预算.txt
东部,上海,2024,财政决算报告,human,教育支出,其中：教育支出343.8亿元，完成预算的99.6%,3438000.0,,上海市2025年预算.txt
东部,上海,2024,财政决算报告,human,科学技术支出,科学技术支出353.2亿元，完成调整预算的99.9%,3532000.0,,上海市2025年预算.txt
东部,上海,2024,财政决算报告,human,社会保障和就业支出,社会保障和就业支出512.4亿元，完成预算的96.2%,5124000.0,,上海市2025年预算.txt
东部,上海,2024,财政决算报告,human,节能环保支出,节能环保支出99.5亿元，完成预算的140.3%,995000.0,,上海市2025年预算.txt
东部,上海,2024,财政决算报告,physical,基础设施,市级国有土地使用权出让支出503.3亿元，完成调整预算的83.3%，主要用于中心城区旧区改造、轨道交通和重点区域土地收储及配套基础设施建设等方面支出,5033000.0,,上海市2025年预算.txt
东部,上海,2024,财政决算报告,human,科学技术支出,支持以科技创新引领新质生产力发展，全市科学技术支出635.5亿元，同比增长20.3%,6355000.0,,上海市2025年预算.txt
东部,上海,2024,财政决算报告,human,教育支出,全市财政教育支出1233.8亿元，同比增长2.3%，支持全面深化高等教育综合改革，促进基础教育优质均衡发展,12338000.0,,上海市2025年预算.txt
东部,上海,2024,财政决算报告,human,社会保障和就业支出,全市社会保障和就业支出1230.8亿元，同比增长3.6%,12308000.0,,上海市2025年预算.txt
东部,上海,2024,财政决算报告,human,卫生健康支出,全市卫生健康支出732.2亿元,7322000.0,,上海市2025年预算.txt
东部,上海,2024,财政决算报告,human,文化旅游体育与传媒支出,全市文化旅游体育与传媒支出151.8亿元,1518000.0,,上海市2025年预算.txt
东部,上海,2024,财政决算报告,human,农林水支出,全市农林水支出458.2亿元，同比增长14.8%,4582000.0,,上海市2025年预算.txt
东部,上海,2024,财政决算报告,human,节能环保支出,全市节能环保支出165.3亿元,1653000.0,,上海市2025年预算.txt
东部,上海,2024,财政决算报告,human,公共安全支出,全市公共安全支出491.7亿元，同比增长3.8%,4917000.0,,上海市2025年预算.txt
东部,上海,2024,财政决算报告,human,科学技术支出,科学技术支出378.4亿元，完成预算的53.4%，增长123.6%,3784000.0,,上海市2025年预算.txt
东部,上海,2024,财政决算报告,human,教育支出,教育支出576.1亿元，完成预算的45.7%，增长9.7%,5761000.0,,上海市2025年预算.txt
东部,上海,2024,财政决算报告,human,教育支出,1-6月，全市教育支出576.1亿元，同比增长9.7%,5761000.0,,上海市2025年预算.txt
东部,上海,2024,财政决算报告,human,卫生健康支出,1-6月，全市卫生健康支出363.3亿元，同比增长4.1%,3633000.0,,上海市2025年预算.txt
东部,上海,2025,财政预算报告,human,教育支出,教育支出343.8亿元，完成预算的99.6%,3438000.0,,上海市2025年预算.txt
东部,上海,2025,财政预算报告,human,科学技术支出,科学技术支出353.2亿元，完成调整预算的99.9%,3532000.0,,上海市2025年预算.txt
东部,上海,2025,财政预算报告,human,社会保障和就业支出,社会保障和就业支出512.4亿元，完成预算的96.2%,5124000.0,,上海市2025年预算.txt
东部,上海,2025,财政预算报告,human,节能环保支出,节能环保支出99.5亿元，完成预算的140.3%,995000.0,,上海市2025年预算.txt
东部,上海,2025,财政预算报告,physical,基础设施,市级国有土地使用权出让支出503.3亿元，完成调整预算的83.3%，主要用于中心城区旧区改造、轨道交通和重点区域土地收储及配套基础设施建设等方面支出,5033000.0,,上海市2025年预算.txt
东部,上海,2025,财政预算报告,human,科学技术支出,进一步加大财政科技投入，全市财政科学技术支出635.5亿元，同比增长20.3%,6355000.0,,上海市2025年预算.txt
东部,上海,2025,财政预算报告,human,教育支出,全市财政教育支出1233.8亿元，同比增长2.3%，支持全面深化高等教育综合改革，促进高校“双一流”建设，推动上海基础研究高地建设,12338000.0,,上海市2025年预算.txt
东部,上海,2025,财政预算报告,human,社会保障和就业支出,全市社会保障和就业支出1230.8亿元，同比增长3.6%,12308000.0,,上海市2025年预算.txt
东部,上海,2025,财政预算报告,human,卫生健康支出,全市卫生健康支出732.2亿元,7322000.0,,上海市2025年预算.txt
东部,上海,2025,财政预算报告,human,文化旅游体育与传媒支出,全市文化旅游体育与传媒支出151.8亿元,1518000.0,,上海市2025年预算.txt
东部,上海,2025,财政预算报告,human,节能环保支出,全市节能环保支出165.3亿元,1653000.0,,上海市2025年预算.txt
东部,上海,2025,财政预算报告,human,农林水支出,全市农林水支出458.2亿元，同比增长14.8%,4582000.0,,上海市2025年预算.txt
东部,上海,2025,财政预算报告,human,公共安全支出,全市公共安全支出491.7亿元，同比增长3.8%,4917000.0,,上海市2025年预算.txt
东部,上海,2025,财政预算报告,physical,建设,市级国有土地使用权出让支出688.4亿元，增长36.8%，主要安排中心城区旧区改造、重点区域土地收储和轨道交通建设等城市建设支出，以及地方政府专项债券付息支出等,6884000.0,,上海市2025年预算.txt
东部,北京,2022,财政决算报告,human,保障,（９）海关事务决算数为１８６５５万元，比２０２２年调整预算增加５９５５万元，增长４６􀆰９％，主要是落实相关政策，加强海关工作经费保障,18655.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,医疗,②医疗器械事务决算数为２０２２万元，比２０２２年调整预算增加３０８万元，增长１８％，主要是按照全市工作部署，增加新冠疫苗抽检设备经费,2022.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,公共安全支出,（７）其他公共安全支出决算数为２７９７万元，比２０２２年调整预算减少,2797.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,教育支出,２０２２年教育支出决算数为３８１６３８４万元，与２０２２年调整预算基本持,3816384.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,教育,（１）教育管理事务决算数为１１３８５４万元，比２０２２年调整预算增加,113854.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,培训,②一般行政管理事务决算数为３３４万元，比２０２２年调整预算减少２２８万元，下降４０􀆰６％，主要是落实过“紧日子”要求，压减会议、培训、因,334.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,教育,③其他教育管理事务支出决算数为９６５７５万元，比２０２２年调整预算增,96575.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,教育,（２）普通教育决算数为２９６０６３５万元，与２０２２年调整预算基本持平,2960635.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,教育,①学前教育决算数为５２２０８８万元，比２０２２年调整预算增加４７５１０万元，增长１０％，主要是根据普惠性幼儿园在园儿童增长情况，生均经费需,522088.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,教育,②初中教育决算数为３２１９５万元，比２０２２年调整预算减少２７５０６万,32195.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,教育支出,③其他普通教育支出决算数为４２１７３４万元，比２０２２年调整预算减少,421734.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,教育,（３）职业教育决算数为５９２７２３万元，比２０２２年调整预算增加３０８００万元，增长５􀆰５％,592723.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,教育,①高等职业教育决算数为３３３８０１万元，比２０２２年调整预算增加２７１８９万元，增长８􀆰９％，主要是加大现代职业教育支持力度，以及人员经费正,333801.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,教育支出,②其他职业教育支出决算数为５１０万元，比２０２２年调整预算减少３１３万元，下降３８􀆰１％，主要是年度执行中，单位鉴定等相关政策发生变化，,510.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,教育支出,（４）成人教育决算数为３３４２８万元，比２０２２年调整预算减少３３５５万元，下降９􀆰１％，其中：其他成人教育支出决算数为１０７９９万元，比２０２２,33428.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,教育,（５）广播电视教育决算数为１３９８６万元，比２０２２年调整预算增加,13986.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,教育,（６）特殊教育决算数为５９７９万元，比２０２２年调整预算增加５５４万元，,5979.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,培训,（７）进修及培训决算数为６２６３５万元，比２０２２年调整预算减少１１３７５万元，下降１５􀆰４％，其中：培训支出决算数为１１５７６万元，比２０２２年调整,62635.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,培训,预算减少１２４３５万元，下降５１􀆰８％，主要是受疫情影响，部分培训未开展,12435.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,教育支出,（８）其他教育支出决算数为３３１４５万元，与２０２２年调整预算基本,33145.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,科学技术支出,２０２２年科学技术支出决算数为３７９８７２２万元，与２０２２年调整预算基本,3798722.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,设施,②实验室及相关设施决算数为２２５５８９万元，比２０２２年调整预算增加,225589.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,建设,⑤专项技术基础决算数为９４４１万元，比２０２２年调整预算减少２１５９万元，下降１８􀆰６％，主要是压减部分支出，调整用于支持国家实验室建设,9441.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,科学技术支出,（１２）其他科学技术支出决算数为１５３５１２万元，比２０２２年调整预算增,153512.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,科学技术支出,其中：其他科学技术支出决算数为１４６９５２万元，比２０２２年调整预算增加１０７２２万元，增长７􀆰９％，主要是加大高精尖,146952.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,文化旅游体育与传媒支出,２０２２年文化旅游体育与传媒支出决算数为１０８１７０９万元，与２０２２年调,1081709.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,图书馆,②图书馆决算数为２３４５２万元，比２０２２年调整预算增加２７０１万元，,23452.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,博物馆,①博物馆决算数为１０７１３２万元，比２０２２年调整预算增加１７２０７万元，,107132.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,体育,（３）体育决算数为１５２９３３万元，比２０２２年调整预算减少３６５３０万元，,152933.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,体育,①体育竞赛决算数为５２３８万元，比２０２２年调整预算减少５５９６万元，,5238.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,体育,②体育场馆决算数为１８９５３万元，比２０２２年调整预算减少７８２０万元，,18953.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,体育,④其他体育支出决算数为３３５７０万元，比２０２２年调整预算减少２７９９８万元，下降４５􀆰５％，主要是压减部分支出，调整用于其他重点项目,33570.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,文化旅游体育与传媒支出,（６）其他文化旅游体育与传媒支出决算数为７０５８２万元，比２０２２年调,70582.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,文化旅游体育与传媒支出,②其他文化旅游体育与传媒支出决算数为１１３６万元，比２０２２年调整,1136.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,社会保障和就业支出,２０２２年社会保障和就业支出决算数为２０１４９９１万元，与２０２２年调整预,2014991.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,保障,（１）人力资源和社会保障管理事务决算数为７３１５４万元，与２０２２年调,73154.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,引进人才,⑦博士后日常经费决算数为２２４７万元，比２０２２年调整预算减少８３８万元，下降２７􀆰２％，主要是国际博士后引进人才申报数量未达到预期，调,2247.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,保障,⑨其他人力资源和社会保障管理事务支出决算数为３５４９万元，比,3549.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,养老,（３）行政事业单位养老支出决算数为５２１４１９万元，与２０２２年调整预,521419.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,补助,（４）企业改革补助决算数为１０８７６万元，与２０２２年调整预算基本,10876.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,设施,①烈士纪念设施管理维护决算数为１５４万元，比２０２２年调整预算增加,154.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,修缮,②其他优抚支出决算数为８１０万元，比２０２２年调整预算减少２１５４万元，下降７２􀆰７％，主要是压减部分支出，调整用于烈士纪念设施修缮补,810.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,保障,其中：退役士兵管理教育决算数为１３８万元，比２０２２年调整预算减少３７７万元，下降７３􀆰２％，主要是根据实际情况压减部分支出，调整用于保障其,138.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,补贴,②老年福利决算数为６０９５８万元，比２０２２年调整预算增加１１１７６万元，增长２２􀆰４％，主要是因失能老年人数增加，增加相关津贴补贴经费,60958.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,养老,⑤养老服务决算数为４３４８７万元，比２０２２年调整预算减少６７４７万元，,43487.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,残疾人,（９）残疾人事业决算数为３６４７８万元，比２０２２年调整预算增加１１７４１万元，增长４７􀆰５％,36478.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,残疾人,②残疾人康复决算数为５２８万元，比２０２２年调整预算减少１５４万元，,528.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,残疾人,③残疾人就业决算数为９２７万元，比２０２２年调整预算减少２２２万元，,927.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,残疾人,④残疾人体育决算数为１４３１４万元，比２０２２年调整预算增加１１８９７万元，增长４９２􀆰３％，主要是安排残疾人运动员参加残奥会、残运会等取得,14314.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,救助,（１１）临时救助决算数为４４３７万元，比２０２２年调整预算减少２０９万元，下降４􀆰５％,4437.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,养老,（１２）财政对基本养老保险基金的补助决算数为１２６７９３万元，比２０２２,126793.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,养老,老保险基金的补助决算数为４８６５３万元，比２０２２年调整预算增加３９７００万元，增长４４３􀆰４％，主要是按照中央要求落实对企业职工基本养老保险基,48653.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,社会保障和就业支出,（１４）其他社会保障和就业支出决算数为５９３８７万元，比２０２２年调整,59387.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,卫生健康支出,２０２２年卫生健康支出决算数为２６４１５４３万元，比２０２２年调整预算增加,2641543.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,卫生,（１）卫生健康管理事务决算数为６２２３３万元，与２０２２年调整预算基本,62233.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,医院,（２）公立医院决算数为１１５１４６２万元，比２０２２年调整预算增加５４８８１２５万元，增长５％,1151462.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,医院,①传染病医院决算数为１１５７９１万元，比２０２２年调整预算增加２１９８７万元，增长２３􀆰４％，主要是因疫情增加相关资金投入,115791.0,,北京市2025政府工作报告.txt
