区域,城市,年份,文件类型,支出类别,匹配关键词,原文片段,金额（万元）,页码,文件名
东部,上海,2021,财政决算报告,human,医疗,保障常态化疫情防控资金。坚持“外防输入、内防反弹”，全市统筹安排落实106.8亿元，其中，市级支出52.5亿元，重点用于保障疫苗接种、医疗救治、疫情防控人员补助、发热门诊改造、诊疗设备和防控物资购置、进口冷链物流防疫、基地航空公司航班防疫消毒等，推动健全公共卫生体系，支持上海市重大传染病和生物安全研究院、上海市免疫治疗创新研究院等研究机构建设。继续免征疫情防控相关医疗器械产品、药品注册费等。,1068000.0,,上海市2025年预算.txt
东部,上海,2021,财政决算报告,human,就业,支持继续实施就业优先政策。支出65亿元，完善多渠道灵活就业政策，促进高校毕业生等重点群体就业创业，支持做好失业人员再就业工作，实施职业技能提升、线上培训和以工代训补贴等政策，推动实现更高质量的充分就业。,650000.0,,上海市2025年预算.txt
东部,上海,2021,财政决算报告,human,教育,支持发展公平而有质量的教育。支出296.5亿元，推进地方高水平大学和新一轮“双一流”建设等，支持高校服务国家和区域重大科技创新战略，推进优化高等教育和职业教育资源布局，支持实施上海高等教育人才揽蓄行动。修订教育专项转移支付管理办法，支持各区在基础教育和职业教育领域开展改革试点，保障课后服务、学校体育场地开放等项目实施，支持义务教育“双减”政策落实落地。,2965000.0,,上海市2025年预算.txt
东部,上海,2021,财政决算报告,human,医疗,健全社会保障体系。继续调整提高城乡居民基础养老金等各类民生保障待遇标准。支出118.8亿元，深化长期护理保险制度试点。推进社区养老服务设施建设，引导各区建设社区综合为老服务中心、助餐场所、养老床位、认知障碍照护床位、实施居家环境适老化改造等。实施“以奖代补”政策，促进养老服务机构健康发展。支出117亿元，支持推进健康上海行动，支持公立医院基本建设和大型医疗设备购置，推进实施市级医院临床技能与临床创新三年行动计划。,1188000.0,,上海市2025年预算.txt
东部,上海,2021,财政决算报告,physical,住房,支持旧区改造等城市有机更新。安排落实523.2亿元，推进中心城区成片二级旧里以下房屋改造、旧住房综合改造、城中村改造和保障性住房建设，支持架空线入地和杆箱整治、既有多层住宅加装电梯、人行天桥加装无障碍电梯以及“美丽街区”提升改造等。,5232000.0,,上海市2025年预算.txt
东部,上海,2021,财政决算报告,human,补贴,推动乡村振兴战略加快实施。支出71亿元，健全以绿色生态为导向的农业补贴政策体系，支持都市现代农业发展，推进开展农村综合帮扶，保障美丽乡村建设，支持建成46个市级美丽乡村示范村、32个市级乡村振兴示范村，推动1.4万户农民相对集中居住。支出78亿元，做好东西部协作和对口支援，支持对口地区实现巩固拓展脱贫攻坚成果同乡村振兴有效衔接。,710000.0,,上海市2025年预算.txt
东部,上海,2021,财政决算报告,human,文化,支持加强公共文化建设。围绕全面提升城市软实力，支出90亿元，保障中共一大纪念馆等红色文化传承地建设和公共文化设施建设，加快推进文化创意产业发展，支持办好重大文旅节庆活动，促进竞技体育发展，引领带动全民健身。,900000.0,,上海市2025年预算.txt
东部,上海,2021,财政决算报告,physical,未明确方向,支持城市数字化转型。支出31.3亿元，围绕推进治理数字化转型，重点支持政务服务“一网通办”和城市运行“一网统管”体系建设；安排落实本市战略性新兴产业等专项资金，推动经济数字化、生活数字化转型，协同推进数字产业化和产业数字化转型。,313000.0,,上海市2025年预算.txt
东部,上海,2021,财政决算报告,physical,能源,推动生态绿色发展。支出137.7亿元，支持“一江一河”城市治理，推进河道整治、农村生活污水治理等，支持完成崇明世界级生态岛建设第四轮三年行动计划，支持长江流域重点水域禁捕退捕。推进重点领域节能技术改造、建筑节能和绿色建筑示范项目建设、国三柴油车提前报废、新能源汽车推广以及公共充电桩建设等，促进节能减排。,1377000.0,,上海市2025年预算.txt
东部,上海,2021,财政决算报告,physical,未明确方向,支持打造更高水平的平安上海。支出77.9亿元，保障公共安全、社会治安、网络安全、应急管理、消防安全、防汛防台、食品安全等领域资金需求，支持加强对各类安全风险隐患的排查化解，保障城市安全运行和社会大局稳定。,779000.0,,上海市2025年预算.txt
东部,上海,2021,财政决算报告,human,卫生,从财政支出情况看，坚持总量和结构并重，加大资金统筹力度，保持支出强度，加快支出进度，优先保障疫情防控、复工复产、基本民生等重点支出。1-6月，卫生健康支出435.6亿元，完成调整预算的65.9%；社会保障和就业支出607.6亿元，完成调整预算的54.6%；资源勘探工业信息等支出497亿元，完成预算的51.8%；商业服务业等支出118.4亿元，完成预算的55.2%。,4356000.0,,上海市2025年预算.txt
东部,上海,2021,财政决算报告,human,医疗,加强市级财政资金保障。1-6月，市级安排落实64.7亿元，用于疫情防控工作。其中：41.1亿元用于12家定点医疗机构开办运营、紧急配置高性能救护车和诊疗设备购置等方面，保障医疗救治工作顺利开展；10亿元用于本市防疫医务人员临时性工作补助、外省市援护医疗队服务保障等方面，关心关爱防控一线人员；13.6亿元用于提升核酸检测能力、保障重点人群应检尽检、配置防疫物资、疫苗接种、实施应急科技攻关研发项目等方面，推动完善公共卫生体系，筑牢疫情防控屏障。,647000.0,,上海市2025年预算.txt
东部,上海,2021,财政决算报告,physical,未明确方向,支持各区有力开展疫情防控工作。安排落实市对区补助资金40亿元，支持各区统筹用于集中隔离房源征用和运行保障、居民核酸检测、生活物资保供等疫情防控相关支出。及时下发通知，要求各区强化预算执行和财政资金安全管理主体责任，及时妥善落实资金安排，加大库款保障力度，加强资金管理，进一步提高资金使用管理的安全性、规范性和有效性。,400000.0,,上海市2025年预算.txt
东部,上海,2021,财政决算报告,human,学生,支持加快破解“老、小、旧、远”等民生难题。加大转移支付力度，持续推进社区嵌入式养老服务，支持社区养老设施建设。推动做好因监护缺失或不当陷入困境的未成年人特别保护工作，明确操作规程和市区两级经费保障支出责任。促进加强托幼一体化建设，支持继续开设小学生爱心暑托班和新增托育点。统筹平衡资金884亿元，支持完成中心城区成片二级旧里以下房屋改造目标任务。整合设立本市乡村振兴专项资金，加大对农业绿色生产、生态资源保护、农产品质量安全、农村人居环境等方面支持力度。落实中央财政实际种粮农民一次性补贴，加大本市补,8840000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,human,教育,从支出决算具体情况看，市级支出2985.7亿元，完成调整预算的99.5%。其中：教育支出312.2亿元，完成调整预算的101.4%；社会保障和就业支出467.2亿元，完成预算的99.6%；卫生健康支出381.9亿元，完成预算的143.7%；节能环保支出137.3亿元，完成调整预算的101.7%；交通运输支出275.8亿元，完成预算的99%。,29857000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,physical,未明确方向,2022年，市对区一般公共预算转移支付1118.6亿元，完成调整预算的108.5%，其中：一般性转移支付840亿元，专项转移支付278.6亿元。与2023年1月向市十六届人大一次会议报告的执行数一致。,11186000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,human,医疗,2022年，按预算法规定安排的市级预备费70亿元，主要用于预算执行中增加安排市级新冠定点医疗机构开办运营、服务保障外省市援沪医疗队、提升核酸检测能力、发放电子消费券等疫情防控和复工复产相关支出。,700000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,physical,未明确方向,2022年，市级使用以前年度结转资金25.7亿元。其中：市级使用20.6亿元；市对区税收返还和转移支付使用5.1亿元。市级周转金规模没有发生变化，年末余额为56.5亿元，主要用于调剂预算年度内季节性收支差额。,257000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,physical,未明确方向,2022年，市级“三公”经费财政拨款支出合计3.1亿元，比预算数减少4.3亿元，主要是各部门严格落实党政机关带头过紧日子要求，从严控制和压缩“三公”经费支出，以及受新冠肺炎疫情影响，各单位因公出国（境）、公务接待活动、公务用车购置及使用频次下降。其中：因公出国（境）费0.02亿元，减少1.95亿元；公务用车购置及运行费2.86亿元（其中，购置费1.12亿元、运行费1.74亿元），减少1.44亿元；公务接待费0.22亿元，减少0.91亿元。,31000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,human,教育,2022年，财政部核定本市政府债务限额为11303.1亿元。截至2022年底，本市政府债务余额为8538.6亿元，按照财政部统计口径，2022年底，本市政府债务规模适度，风险总体可控。2022年，发行地方政府债券1802.1亿元。其中：新增债券781亿元（一般债券234亿元，专项债券547亿元），主要用于轨道交通等基础设施及配套项目，旧区改造等保障性住房项目，教育、医疗卫生等社会事业项目，污染防治等生态环保项目。再融资债券1021.1亿元，主要用于偿还存量债务和当年到期地方政府债券本金。在上述新,10211000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,human,健康,面对突如其来的新冠肺炎疫情，我们坚持人民至上、生命至上，落实资金保障，全力以赴支持做好疫情防控。快速响应建立市区联动、信息共享的疫情防控保障工作机制，及时预拨应急处置资金，强化基层库款保障。为支持各区疫情防控，缓解财政收支矛盾，进一步加大市对区转移支付力度，在年初预算基础上新增安排市对区疫情防控一揽子转移支付补助资金125亿元，并将中央下达本市减税降费补助资金重点向区级倾斜，及时分配下达各区215.7亿元补充区级财力。第一时间启动疫情防控紧急采购项目“绿色通道”，加强疫情防控经费分配使用情况的监,1250000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,physical,未明确方向,支持深化推进国家重大战略落实落地。聚焦保障临港新片区发展，市区两级统筹投入117.8亿元，加快推动临港新片区基础设施和公共设施建设，持续推进新片区内重点产业企业所得税优惠政策精准实施，促进重点产业加速集聚。聚焦保障长三角生态绿色一体化发展示范区建设，落实专项资金11.8亿元，扎实推进长三角一体化高质量发展。聚焦保障虹桥国际开放枢纽建设，运用专项资金、债券等政策工具予以保障，加快提升虹桥国际开放枢纽的引领力和显示度。安排城市服务保障经费，支持进博会顺利举办。聚焦支持浦东新区更高水平改革开放，加快落,1178000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,human,教育,支持推动教育、科技和人才资源融合集成。全市财政教育支出1122.6亿元，其中，市级支出312.2亿元。研究完善高等教育投入机制，优化完善高校生均经费标准，支持本市高校“双一流”建设，支持发展职业教育；支持实施学龄前儿童善育工程，积极推动构建普惠多元的学前托育公共服务体系，落实国家义务教育阶段“双减”政策，促进本市基础教育优质均衡发展。全市财政科技支出386.3亿元，其中，市级支出168.9亿元。支持基础研究高质量发展、关键核心技术攻关等，聚焦保障在沪国家实验室、大科学设施及重大科研项目，支持长三,11226000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,physical,未明确方向,促进激发经济内生动力。落实市级建设资金473.8亿元，用好地方政府专项债券等资金，支持重大项目建设，发挥政府投资带动作用和财政政策激励作用，激发民间投资活力，形成投资内生增长机制。市级投入11.5亿元，支持发放“爱购上海”电子消费券、举办“五五购物节”等重大促消费活动，释放消费潜力。整合设立商务高质量发展专项资金，投入外经贸相关政策资金，持续支持稳外贸稳外资。综合运用专项资金、政府投资基金等，促进三大先导产业加快发展。,4738000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,human,就业,推动实现更高质量的充分就业。统筹帮扶重点群体就业，投入1亿元，对招录登记失业三个月以上人员或本市高校应届毕业生的企业，给予一次性吸纳就业补贴。投入1.8亿元，实施国家一次性扩岗补助政策。优化实施稳岗扩就业政策。投入3亿元，实施困难行业企业稳就业补贴，帮助企业稳定岗位、不裁员少裁员。投入1.7亿元，加大线上职业培训补贴力度。大力推进职业技能提升行动，拓宽职业技能提升补贴受益范围。加强创业融资扶持，支持开展创业培训，鼓励创业带动就业。,10000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,human,养老,推进健全社会保障体系。全市社保支出1120.5亿元，其中，市级支出467.2亿元。统筹提高养老金、低保、特困供养人员、特殊救济对象补助等待遇标准，兜牢民生底线。落实企业养老全国统筹改革，深化机关事业单位基本养老保险制度改革，加强社会保险基金预算管理。健全基本养老服务制度，持续深化长护险试点，完善养老服务从业人员激励机制，吸引更多青年专业人才从事养老服务工作，支持增加嵌入式养老服务设施的建设与供给，提升养老服务设施硬件水平和服务能级。,11205000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,human,医疗,支持推进健康上海行动。全市卫生健康支出1308.3亿元，其中，市级支出381.9亿元。保障疫情防控支出，支持完成第五轮加强公共卫生体系建设三年行动计划，推进完善公共卫生体系。支持五个新城和南北转型地区医院建设，促进优质医疗资源扩容下沉和区域均衡布局。聚焦提升市级医院临床研究能力及医疗核心竞争力，支持国家医学中心建设。支持实施上海市中医药传承创新发展三年行动计划。,13083000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,human,文化,支持加强公共文化建设。全市文化旅游体育与传媒支出162.2亿元，其中，市级支出75.7亿元。支持公共文化服务体系建设，进一步加大重点文化发展项目扶持力度，持续推进上海图书馆东馆、大歌剧院等地标性重大文化设施建设运行，打造文化空间发展新格局。支持推进长江口二号古船整体迁移与临时存放保护工作。充分发挥市级财政资金的引导示范作用，进一步扶持和促进文旅产业发展。支持推广“建筑可阅读”“家门口的会客厅”“一江一河”等文化旅游创新品牌，不断提升上海旅游能级。支持重大体育场馆建设，优化全民健身设施资源供给，鼓,1622000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,physical,能源,持续推进节能减排。支持绿色产业快速发展，推动绿色低碳技术突破。持续推进既有建筑节能改造、立体绿化等试点示范工程，推进落实电动汽车充换电设施等民心工程。投入1.2亿元，促进新能源汽车消费和绿色家电消费。,12000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,physical,未明确方向,支持打造宜居城市。投入160.5亿元，完成全市20.3万平方米二级以下旧里改造，全面完成中心城区成片旧改任务。市级投入21亿元，支持老旧小区改造以及既有多层住宅加装电梯工作。市级投入27.4亿元，支持城中村改造。实施新一轮三年林业建设支持政策，加快推动公益林和生态廊道建设。支持推进崇明世界级生态岛建设和“守护湿地生态系统”专项工作。,1605000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,physical,未明确方向,推进平安上海建设。投入90亿元，支持健全公共安全、社会治安防控体系，强化科技支撑，提高超大城市运行风险隐患排查和应急处置能力。支持老旧小区加装消防设施，优化储备粮存储和供应机制，提升城市应对灾害能力。,900000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,human,补贴,支持推进乡村振兴。投入39.2亿元，推进农民相对集中居住。发放种粮农民一次性补贴，夯实粮食安全根基。投入77.8亿元，巩固拓展对口支援地区脱贫攻坚成果同乡村振兴有效衔接，支持深化与革命老区重点城市的对口合作。,392000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,human,卫生,从财政支出情况看，坚持总量和结构并重，加大资金统筹力度，保持支出强度，加快支出进度，优先保障国家重大战略任务实施、经济恢复重振、基本民生等重点支出。1-6月，卫生健康支出453亿元，完成预算的51.7%；社会保障和就业支出677.9亿元，完成预算的54.5%；资源勘探工业信息等支出623.2亿元，完成预算的65.1%；商业服务业等支出127.6亿元，完成预算的58%。,4530000.0,,上海市2025年预算.txt
东部,上海,2023,财政决算报告,human,教育,从支出决算具体情况看，市级支出3318.8亿元，完成调整预算的107.3%。其中：教育支出336.5亿元，完成预算的100.5%；科学技术支出265.3亿元，完成预算的115.7%；社会保障和就业支出474.6亿元，完成预算的92.1%；卫生健康支出328亿元，完成预算的109.2%；节能环保支出184.3亿元，完成预算的103.3%；交通运输支出341.4亿元，完成调整预算的109.2%。,33188000.0,,上海市2025年预算.txt
东部,上海,2023,财政决算报告,physical,未明确方向,2023年，市对区一般公共预算转移支付972.5亿元，完成预算的96%，其中：一般性转移支付703亿元，专项转移支付269.5亿元。与2024年1月向市十六届人大二次会议报告的执行数一致。,9725000.0,,上海市2025年预算.txt
东部,上海,2023,财政决算报告,physical,未明确方向,2023年，按预算法规定安排的市级预备费70亿元，主要用于预算执行中增加安排战略性新兴产业发展专项资金、产业高质量发展专项资金等支出。,700000.0,,上海市2025年预算.txt
东部,上海,2023,财政决算报告,physical,未明确方向,2023年，市级使用以前年度结转资金53.1亿元。其中：市级使用44.6亿元；市对区税收返还和转移支付使用8.5亿元。市级周转金规模没有发生变化，年末余额为56.5亿元，主要用于调剂预算年度内季节性收支差额。,531000.0,,上海市2025年预算.txt
东部,上海,2023,财政决算报告,physical,未明确方向,2023年，市级“三公”经费财政拨款支出合计4.22亿元，比预算数减少2.98亿元，主要是各市级部门厉行节约，严格“三公”经费管理约束。其中：因公出国（境）费0.85亿元，减少1.12亿元；公务用车购置及运行费2.85亿元（其中，购置费0.9亿元、运行费1.95亿元），减少1.3亿元；公务接待费0.52亿元，减少0.56亿元。上述行政事业单位结余的财政资金，全部用于补充市级预算稳定调节基金。,42200.0,,上海市2025年预算.txt
东部,上海,2023,财政决算报告,human,人才,以科技创新为引领，支持强化科技创新策源功能。加大财政科技投入力度，2023年全市财政科技支出528.1亿元，增长36.7%。设立在沪国家实验室地方支持经费，保障基础研究先行区建设。支持强化关键核心技术攻关和科技成果转移转化，支持布局实施一批重大技术攻关和应用示范项目。以“预算+负面清单”为主，研究形成对新型研发机构的长周期经费支持方案。开展知识产权质押贷款风险“前补偿”试点。改进财政科研经费管理模式，扩大“包干制”试点范围，在预算编制、预算调剂、结余留用等方面赋予科研单位和人员更大自主权。制定高,5281000.0,,上海市2025年预算.txt
东部,上海,2023,财政决算报告,physical,工业,以改革开放为动力，支持激发高质量发展活力。对接国际高标准经贸规则和世行新一轮营商环境评估，研究出台《关于健全本市政府采购全链条管理的行动方案（2024-2026年）》。推动三大先导产业发展，推进高端化、智能化、绿色化改造，支持构建现代化产业体系。设立智造空间专项转移支付资金，鼓励各区推进“工业上楼”。全年新增减税降费及退税缓费1318亿元。市担保基金全年新增融资担保贷款额948亿元。实施新一轮中小微企业信贷奖补政策，降低补偿门槛，提高补偿比例，切实为经营主体减负增能。支持会计师事务所提升国际化发,13180000.0,,上海市2025年预算.txt
东部,上海,2023,财政决算报告,physical,交通,以城市治理现代化为保障，深入践行人民城市理念。用好市级建设财力资金、地方政府债券资金，保障重点交通基础设施建设、社会民生领域重点项目建设等。安排市级资金大力支持“两旧一村”改造，推动既有多层住宅加装电梯工作加快落地，支持居民用户燃具连接软管更换。制定新一轮河道整治支持政策，持续深入打好“碧水保卫战”，推进河道生态环境改善以及水质提升。全市公共安全支出473.5亿元，支持完善公共安全、社会治安防控体系，促进安全韧性城市建设。积极申报国债项目，做好地方资金配套，强化和提升本市防范和应对自然灾害的能力,4735000.0,,上海市2025年预算.txt
东部,上海,2023,财政决算报告,human,就业,支持稳定和扩大就业。加大精准帮扶力度，全市多渠道统筹安排88亿元，综合实施高校、中职毕业生就业补贴、一次性吸纳就业补助等政策，持续强化高校毕业生、困难人群等重点群体就业支持和帮扶。提高“三支一扶”人员生活待遇，支持鼓励高校毕业生扎根基层。不断支持强化岗位技能培训，助力提高就业质量。实施创业担保贷款及贴息政策，发放创业担保贷款近20亿元，持续推动重点群体人员创业就业税费优惠政策落实落细，鼓励支持创业带动更多就业。,880000.0,,上海市2025年预算.txt
东部,上海,2023,财政决算报告,human,养老,推动社会保障更加有力。全市社会保障和就业支出1187.6亿元。持续深化长护险试点，引导各区加大对建设智慧养老院、社区长者食堂、居家环境适老化改造等方面的支持力度，促进优化为老服务。细化普惠性托育机构经费支持政策，推进普惠托育服务体系建设。调整提高养老金、低保等民生保障待遇标准，全面落实孤儿、集中供养人员保障提标政策，兜牢民生底线。支持5000户残疾人家庭无障碍改造，营造无障碍友好环境。持续加强社保基金管理，深化落实职工基本养老保险全国统筹改革。,11876000.0,,上海市2025年预算.txt
东部,上海,2023,财政决算报告,human,教育,支持教育高质量发展。落实“两个只增不减”要求，全市财政教育支出1206.1亿元。进一步优化市级财政教育投入保障结构，持续推动教育事业提质增效。支持实施上海高等教育质量提升十大专项计划，不断深化高等教育综合改革，持续推进地方高校“双一流”建设，提高市属公办高校财政生均定额标准。支持五年一贯制新型高等职业学校建设，促进优化职业教育布局。落实义务教育“双减”政策，健全义务教育学生课后服务、基础教育教师队伍建设保障体系。,12061000.0,,上海市2025年预算.txt
东部,上海,2023,财政决算报告,human,补贴,深入推进乡村振兴建设。持续强化涉农专项资金统筹整合，深化政策性担保、农业保险等金融工具与财政补贴政策的有机联动，构建“政银保担”四方合作新模式。支持美丽乡村、乡村振兴示范村培育。推动科技创新与农业发展深度融合。投入78.8亿元，积极推进东西部协作与对口支援，支持对口帮扶地区巩固拓展脱贫攻坚成果同乡村振兴有效衔接，深化与革命老区重点城市对口合作。,788000.0,,上海市2025年预算.txt
东部,上海,2023,财政决算报告,human,文化,助推文旅体育事业发展。全市文化旅游体育与传媒支出152.7亿元。大力支持弘扬社会主义先进文化，保障中共一大纪念馆等红色文化传承地建设。推进现代公共文化服务体系建设，支持打造100个“社会大美育”课堂。延续设立宣传文化发展专项资金，制定管理办法，支持提升文化创意产业能级。支持举办上海国际电影节、上海之春音乐节等重大节庆活动，带动文旅消费增长。支持体育事业加快发展，保障更多公共体育场馆向社会免费或低收费开放。,1527000.0,,上海市2025年预算.txt
东部,上海,2023,财政决算报告,human,卫生,从财政支出情况看，我们坚持总量和结构并重，加大资金统筹力度，保持支出强度，加快支出进度，优先保障国家重大战略任务实施、经济恢复重振、基本民生等重点支出。1-6月，社会保障和就业支出692.2亿元，完成预算的52.9%；公共安全支出242.3亿元，完成预算的49.3%；卫生健康支出349亿元，完成预算的46.2%。,6922000.0,,上海市2025年预算.txt
东部,上海,2023,财政决算报告,human,教育,支持发挥教育基础作用和人才支撑作用。进一步加大财政教育投入，上半年，全市财政教育支出525.3亿元，同比增长6.7%。支持全面深化高等教育综合改革，继续提高市属高校生均定额标准1000元，保障市属高校基本办学经费，扩大高校经费使用自主权。支持高校“双一流”建设，研究完善高校基础研究特区建设方案，推动上海基础研究高地建设。推进与境外高校战略合作，拟订新一轮支持上海纽约大学方案，推动联合国教科文组织一类中心STEM教育研究所落户上海。优化完善人才发展专项资金管理，支持人才发展体制机制综合改革试点，努,5253000.0,,上海市2025年预算.txt
东部,上海,2024,财政决算报告,human,教育,从支出决算具体情况看，市级支出3602.2亿元，完成调整预算的105.5%。其中：教育支出343.8亿元，完成预算的99.6%；科学技术支出353.2亿元，完成调整预算的99.9%；社会保障和就业支出512.4亿元，完成预算的96.2%；节能环保支出99.5亿元，完成预算的140.3%；交通运输支出389.3亿元，完成预算的102.5%。,36022000.0,,上海市2025年预算.txt
东部,上海,2024,财政决算报告,physical,未明确方向,2024年，市对区一般公共预算转移支付961.4亿元，完成预算的95.1%，其中：一般性转移支付773.1亿元，专项转移支付188.3亿元。与2025年1月向市十六届人大三次会议报告的执行数一致。,9614000.0,,上海市2025年预算.txt
东部,上海,2024,财政决算报告,physical,未明确方向,2024年，市级使用以前年度结转资金24.9亿元。其中：市级使用22.2亿元；市对区税收返还和转移支付使用2.7亿元。市级周转金规模没有发生变化，年末余额为56.5亿元，主要用于调剂预算年度内季节性收支差额。,249000.0,,上海市2025年预算.txt
东部,上海,2024,财政决算报告,physical,未明确方向,2024年，市级“三公”经费财政拨款支出合计5.15亿元，比预算数减少2.05亿元，主要是各市级部门厉行节约，严格“三公”经费管理约束。其中：因公出国（境）费1.51亿元，减少0.46亿元；公务用车购置及运行费3.12亿元（其中：购置费1.27亿元，运行费1.85亿元），减少1.03亿元；公务接待费0.52亿元，减少0.56亿元。,51500.0,,上海市2025年预算.txt
东部,上海,2024,财政决算报告,physical,未明确方向,深化落实国家重大战略任务。进一步完善临港新片区专项扶持政策，支持加快临港新片区建设。对标国际高标准经贸规则，积极推进自贸区及临港新片区试点实施政府采购领域对标改革，国家确定的16条对标改革措施全面落地实施。设立第二轮长三角生态绿色一体化发展示范区先行启动区财政专项资金，保持江浙沪“两省一市”出资规模三年累计不少于100亿元。延续设立虹桥国际中央商务区专项发展资金，支持虹桥国际中央商务区进一步提升能级。积极争取离岸贸易印花税优惠政策在沪先行先试。支持办好第七届国际进口博览会，全力做好政策支持和资金,1000000.0,,上海市2025年预算.txt
