区域,城市,年份,文件类型,支出类别,匹配关键词,原文片段,金额（万元）,页码,文件名
西部,咸阳,2021,政府工作报告,human,引进,二是强化项目工作和招商引资，着力增强发展动能。大抓项目、大抓招商，项目专班推进工作，全社会固定资产投资增长5.1%。385个市级重点项目完成投资1031.7亿元、占年度计划109.74%，建成146个。招商引资引进合同项目386个、合同引资2431.2亿元，其中，10亿元以上工业项目24个；实现到位资金825.6亿元。地铁1号线三期开工，渭河高新大桥启动，西安—咸阳一体化迈出新步伐。实施一批优功能、提品质的城建项目，渭河南岸河堤路加固改造工程以及彩虹一路雨污分流等10个项目建成。交通设施完成投资,10317000.0,,咸阳市2021政府工作报告.docx
西部,咸阳,2021,政府工作报告,human,就业,三是坚决打赢攻坚战，着力夯实全面小康基础。紧盯“两不愁三保障”和饮水安全，扎实开展“三排查三清零”和对标补短，25.17万贫困群众稳定就业，帮助销售扶贫产品18.74亿元，脱贫攻坚取得决定性胜利。蓝天保卫战力度持续加大，镇办空气监测网络在全省率先实现全覆盖，“工煤车尘燃”主要污染源治理更加精准有力，农村清洁取暖改造累计完成37.4万户，冬季重污染天气期间实行公交免费，全年PM2.5平均浓度同比下降16.9%，空气优良天数同比增加21天。隐性债务稳步化解，各类风险得到有效防控。,187400.0,,咸阳市2021政府工作报告.docx
西部,咸阳,2021,政府工作报告,physical,5G,四是强化改革开放和创新驱动，着力释放发展活力。“放管服”改革持续深化，政务事项网上可办率超过90%，“互联网＋监管”扎实推进，综合执法改革实现一个领域“一支队伍管执法”，“互联网+大走访”优化营商环境做法全省推广。新增减税降费29亿元以上，为企业降低用电用气成本1.97亿元，“多措并举为市场主体减负让利”做法受到国务院通报表扬。培育高新技术企业42家，技术合同成交额42.8亿元。5G基站加快建设，新型智慧城市建设评价综合排名全省第一。外贸进出口总额完成103.99亿元，增长16.5%。,290000.0,,咸阳市2021政府工作报告.docx
西部,咸阳,2021,政府工作报告,human,学校,五是兜牢底线，着力保障和改善民生。全年民生支出333.2亿元，占财政支出80.8%。30件惠民便民实事完成投资116.7亿元。提前10天为市民供暖。出台稳就业26条，“减免降缓返”社会保险费13.2亿元，投入就业补贴资金2.5亿元，城镇新增就业4.51万人，城镇登记失业率控制在3.6%。陕工职院新校区、市特教学校加快建设，高新存志学校建成招生，公办园占比、公办园在园幼儿占比均超过50%。综合医改不断深化，市中心医院医技住院综合楼建成投用。全国十四运涉赛场馆改造提升按计划推进。居家和社区养老服务改,3332000.0,,咸阳市2021政府工作报告.docx
西部,咸阳,2021,政府工作报告,human,教育,“十三五”，改革开放不断深化。机构改革任务全面完成。“五链共治、法在基层”社会治理模式全省推广。农村土地“三权分置”、农村集体产权制度等改革极大地释放了农村活力，医药卫生、教育等社会事业领域体制改革让群众得到更多实惠。“放管服”改革累计承接、取消、下放、调整行政审批事项427项，政府运行更规范、更高效，群众和企业办事更便捷、更省心，新增市场主体19.47万户。外贸进出口总额由“十二五”末的28.64亿元增长到103.99亿元。,286400.0,,咸阳市2021政府工作报告.docx
西部,咸阳,2021,政府工作报告,human,卫生,“十三五”，城乡面貌发生明显变化。省政府批复咸阳城市总体规划，文体功能区建成区面积11平方公里，拉开了城市框架；17公里的渭河水生态带成为市民会客厅，“三城两带”空间结构基本形成。城市功能更加完善，管理更加精细，品质进一步提升，道路系统持续优化，公交全部实现新能源公交车替代，绿化率提高到39%以上，城区机械化清扫率达到91%，城市生活垃圾分类试点收效明显，先后成功创建国家园林城市、全国绿化模范城市、全国文明城市。彬州撤县设市，县域经济平均规模达到142.6亿元，全市城镇化率比2015年提高4个百,1426000.0,,咸阳市2021政府工作报告.docx
西部,咸阳,2021,政府工作报告,physical,新基建,一是积蓄新动能。以城市经济“万项万亿”增资行动为抓手，以招商引资为第一要事，在提档升级上下功夫，推进基础产业固本增效、传统产业转型增力、新兴产业接续增量，“五主导、四特色、四新兴”现代产业体系基本形成。在提速增量上下功夫，经济增速高于全国全省平均增速。在提质增效上下功夫，强化创新驱动、科技赋能，围绕西部科技创新港推动创新链与产业链、资本链、服务链深度融合，争取一批科技专项，新增一批“民参军”企业，战略性新兴产业增加值超过380亿元，全市科技创新水平综合指数达到50%以上。在提能增智上下功夫，统筹,3800000.0,,咸阳市2021政府工作报告.docx
西部,咸阳,2021,政府工作报告,human,健康,认真执行减税降费政策。严格落实各级各部门稳增长责任，加强经济运行监测预警，稳增长5个工作专班调度落实。强化工业对稳增长的支柱作用，落实“三包三促”责任制，发挥工业发展专项资金的撬动效应，多措并举稳存量，服务保障40户大企业集团释放产能；不遗余力扩增量，确保51个技改项目、99个工业重点项目按期达产达效，神电智能高压电器、彩虹光电扩能技改等重大工业项目建成投产，新增规模以上工业企业80户。强化投资对稳增长的关键作用，每月集中开工、季度观摩评比。确保380个市级重点项目完成年度投资1025.6亿元，,10256000.0,,咸阳市2021政府工作报告.docx
西部,咸阳,2021,政府工作报告,physical,未明确方向,项目支撑，招商推动。强化项目专班工作机制，树立以项目比实绩、以招商论英雄的鲜明导向。提升项目谋划能力，加强项目库建设，制定产业招商地图，选准招商目标企业。提升招商引资专业化水平，组建北京、上海、成都、深圳4个招商分局。运用“投行思维”招商，依托龙头性、功能性平台企业招商，探索委托授权企业、中介、社团等代理招商，组织开展央企民企进咸活动。加强对签约项目的跟踪服务，实行重大招商项目落地建设周推进制度，招商引资到位资金930亿元以上。,9300000.0,,咸阳市2021政府工作报告.docx
西部,咸阳,2021,政府工作报告,human,教育,各位代表，今年我们将投资116亿元，聚焦助推“千村万户”提能增收、持续优化生态环境、积极构建综合交通体系、实施城市环境及基础设施更新改造行动、做好全运文化惠民工作、完善多层次社会保障、办好人民满意的教育，持续办好30件惠民便民实事，让人民群众生活越来越好！,1160000.0,,咸阳市2021政府工作报告.docx
西部,咸阳,2024,政府工作报告,physical,工业,（一）综合施策稳增长，经济运行回升向好。及时出台促进工业投资、支持民营经济发展等4方面政策措施，累计为企业减免退缓税费28.7亿元，贷款余额同比新增316亿元、增长12%，市场主体发展到32.7万户、增长8%。千方百计扩大投资，省市重点项目建成127个，争取中央预算内项目73个、发行专项债券56亿元。兑付工业扶持资金3.4亿元，79个重点工业项目、技改项目建成投产，工业投资增长18.1%，新增规上工业企业88家，规上工业增加值增长7.2%、高于全省2.2个百分点。新建高标准农田40万亩，粮食生产,287000.0,,咸阳市2024政府工作报告.docx
西部,咸阳,2024,政府工作报告,human,人才,（二）深化改革促创新，动力活力加速释放。举办第二届人才兴咸大会，集中路演130场次，技术合同成交额达到61亿元，科技成果转化项目落地678个，高技术投资增长41.1%，科技型中小企业增长105%、高新技术企业增长97%。彩虹股份、天成航材荣获全省科技进步一、二等奖，新型电子元器件、现代中医药入选国家创新型产业集群，被中国科协评选为创新驱动示范市。咸阳高新区、咸阳经开区获批陕西自贸试验区协同创新区，乾县等4个县市成功创建省级开发区。市县财政事权和支出责任划分改革有力推进，基层公共服务保障能力显著增,610000.0,,咸阳市2024政府工作报告.docx
西部,咸阳,2024,政府工作报告,human,引进,（三）聚焦产业抓项目，发展后劲持续增强。优化重点项目开工观摩机制，“四个一批”项目全周期动态管理不断加强。围绕重点产业链延链补链，益海嘉里中央厨房、神电智能电器项目顺利建成。举办现代中医药发展论坛、中国纺织服装产业协作发展大会、榆林企业家进咸阳活动，在京津冀、长三角、粤港澳大湾区开展系列招商推介，西电智慧产业园、中石油工程材料研究院等一批新能源、新材料项目签约落地，秦都华拓光伏封装胶膜、兴平精密模具基地项目当年引进、当年建成。全市合同引进项目893个，亿元以上项目到位资金1345亿元，实际使用外,13450000.0,,咸阳市2024政府工作报告.docx
西部,咸阳,2024,政府工作报告,human,补贴,（六）守牢底线防风险，安全基础不断稳固。扎实开展大气污染治理专项行动，搬迁改造高排放企业，环保绩效B级以上企业达到20家。清洁取暖投入4.5亿元精准扩面，5.6万户自改户纳入补贴范畴。优良天数增加36天，综合指数下降4.1%，空气质量改善取得阶段性成效。雨污分流改造75.6公里，城镇污水处理厂提标改造22座。“无废城市”、地下水污染防治两项国家试点工作得到生态环境部通报表扬。林业碳汇试点扎实推进，旬邑林长制工作受到国务院办公厅通报表扬，全市森林覆盖率达到38.8%。开展清理拖欠企业账款专项整治，,45000.0,,咸阳市2024政府工作报告.docx
西部,咸阳,2024,政府工作报告,human,人才,优化创新生态。召开第三届人才兴咸大会，举办秦创原未来产业论坛，升级人才政策，壮大科技四支队伍。加大科技创新投入，用好咸阳高新区创业湾省级孵化器，建设咸阳经开区临空智港，打造一批中试平台、示范基地。拓展秦创原咸阳创新促进中心功能，发展研发设计、知识产权服务业，加大“揭榜挂帅”实施力度，常态化组织路演活动，营造“热带雨林”式科创生态，全年技术合同成交额达到62亿元。增强母基金的撬动作用，引进有实力的风投、创投机构，科创基金规模达到100亿元以上。,620000.0,,咸阳市2024政府工作报告.docx
西部,咸阳,2024,政府工作报告,human,医院,扩大有效益的投资。深化拓展高质量项目推进年活动，实施省市重点项目487个、年度投资1125亿元。坚持要素跟着项目走，常态化落实重点项目要素保障机制，推进国道327旬邑段、彬长矿区输配水等基础设施建设，固定资产投资增长6%左右。大抓工业大抓制造业投资，推动思科赛高分子材料、敏华家居二期等项目加快建设。运用PPP新机制，鼓励吸引社会资本参与重大工程、重点产业链供应链建设，社会资本投资增长6%。抓住国家战略腹地建设机遇，谋划一批水利交通、公共服务重大项目，做好西平铁路复线、东庄水库灌区、高新医院等前期,11250000.0,,咸阳市2024政府工作报告.docx
西部,咸阳,2024,政府工作报告,human,引进,开展有质效的招商。运用链式思维、投行思维、闭环思维，创新招商引资模式，加快融入全国统一大市场。坚持链长统筹与链主带动共促，围绕壮大“16+8+3”重点产业链，策划咸阳招商号系列活动，有序承接东部地区产业转移。深化与央企、省企合作，争取更多项目在咸阳布局。盘活闲置厂房、低效用地，积极开展“二次招商”。将招商引资项目纳入“四个一批”重点项目管理平台，全面提升招商项目签约开工率、资金到位率。全年引进10亿元以上项目超过40个、到位资金1600亿元以上。,100000.0,,咸阳市2024政府工作报告.docx
西部,咸阳,2024,政府工作报告,physical,物流,持续扩大对外开放。推动咸阳经开区与西咸空港新城融合发展，促进航空配套、会展服务等临空产业集聚成势。借力杨凌上合组织农业基地、杨凌农高会等，扩大优质农产品出口。规划建设马嵬坡铁路物流中心，打造中欧班列西安第二国际港站。积极发展跨境电商、中间品贸易，加大中小外贸企业孵化力度，支持冠捷、旭光等优势企业拓展海外市场，鼓励建设“海外仓”，进出口规模突破140亿元。依托“投资中国”品牌，加强外资外商招引，推动高水平开放之路越走越宽。,1400000.0,,咸阳市2024政府工作报告.docx
西部,咸阳,2024,政府工作报告,physical,未明确方向,发展壮大民营经济。落实支持民营经济高质量发展若干措施，用好结构性减税降费政策，推行惠企政策“免申即享”。健全中小企业公共服务体系，常态化举办政企月度座谈会，深入开展“三送一解”活动，发挥“陕企通”“咸企通”平台作用，下功夫解决企业用工、市场准入、要素保障等问题。实施“十行千亿惠万企”行动，增强金融服务实体经济特别是科技型企业的能力，新增普惠小微企业信贷资金不少于100亿元，“小升规”企业新增80家以上。,1000000.0,,咸阳市2024政府工作报告.docx
西部,咸阳,2023,政府工作报告,physical,能源,一年来，我们强化综合施策、精准发力，发展态势稳中向好。出台稳经济一揽子政策措施，推行政企“月度早餐会”，开展“千名党员干部暖千企”和“三送一解”纾困帮扶活动，累计退税减税降费82.7亿元，新增市场主体3.6万户、总量达到30.2万户，稳市场主体做法受到国务院专项督查组肯定。工业支撑有力，细化落实16条重点产业链链长制，列支市级工业发展专项资金1.8亿元，100个重点工业项目、80个工业技改项目完成投资247.1亿元，隆基光伏产值突破百亿元，双汇产值突破50亿元，国家级制造业单项冠军实现零突破，新,827000.0,,咸阳市2023政府工作报告.docx
西部,咸阳,2023,政府工作报告,human,引进,一年来，我们强化创新驱动、投资拉动，发展动能加速蓄积。搭建秦创原科技成果转化先行区政策框架，科技成果转化基金和天使创业、股权投资基金启动运作，西北机电工程研究所科技创新园落户咸阳经开区，正泰—西交大联合创新中心落户市装备制造产业园，智汇原、临空智港成功创建省级“加速器”，高新区入选首批国家级知识产权强国建设试点园区，筑梦创新创业基地被认定为国家级小微企业创业创新示范基地。全市技术合同成交额50.36亿元、位居全省第2，高新技术企业突破300家、增长42%，科技型中小企业达到551家、是2021年,503600.0,,咸阳市2023政府工作报告.docx
西部,咸阳,2023,政府工作报告,human,卫生,一年来，我们强化城市建管、县域支撑，发展空间持续拓展。全方位推进西安—咸阳一体化，出台空间规划、基础设施、产业发展、城市建设等10个领域三年行动计划，启动十大示范工程，地铁1号线三期全线“长轨通”，高新区智轨示范线试跑。与西安签订合作备忘录，与西咸新区签订17项协议，一批历史遗留问题得到解决。系统提升城市规划建设水平，城建项目完成投资40.7亿元，打通周陵西路、文科二路等“断头路”，完成吴家堡转盘、咸通绿地等提升改造，开工改造老旧小区266个、惠及2.57万户。开展主城区“环境大整治、管理大提升,407000.0,,咸阳市2023政府工作报告.docx
西部,咸阳,2023,政府工作报告,physical,未明确方向,一年来，我们强化改革引领、开放带动，发展活力有效释放。扎实开展优化营商环境三年行动，相对集中行政许可权改革、“一件事一次办”集成改革有序推进，市县两级政务服务事项平均压减办理时限78.3%，提高增值税留抵退税办理效率等4项改革举措列入全省典型经验。用改革方式激发活力，创新推进平台公司市场化转型，整合48家国有公司1700亿元资产，组建城发、产投、农投三大集团以及文投、财金公司，设立总规模超过200亿元的5支基金，公开市场融资规模居全省第2。新增外贸企业53户，外贸进出口总额174.88亿元、位列,17000000.0,,咸阳市2023政府工作报告.docx
西部,咸阳,2023,政府工作报告,human,文化,落实总体要求，实现上述目标，我们要完整准确全面贯彻新发展理念，牢固树立发展第一要务和高质量发展首要任务意识，供给侧与需求侧两端发力，加快产业结构优化升级，做大总量、优化存量、提升质量，生产总值突破3000亿元，着力构建现代化经济体系。我们要进一步扬优势补短板挖潜力，抓住用好西安—咸阳一体化、秦创原科技成果转化先行区建设等重大机遇，全链创新、全面改革、全域开放，激活科教、文化、农业资源优势，强化园区、土地、金融要素保障，努力促进纵向提占比、横向有进位、整体上台阶。我们要坚持统筹兼顾，树立大局观、全,30000000.0,,咸阳市2023政府工作报告.docx
西部,咸阳,2023,政府工作报告,physical,未明确方向,扩大投资稳增长。扎实开展高质量项目推进年活动，实化细化包抓责任，优化项目集中开工和观摩，强化“晒比评”，确保507个市级重点项目完成年度投资1500亿元以上。坚持管项目就要管资金，高标准实施市县两级政府投资项目计划。积极争取中央预算内资金、专项债券、国家政策性开发性金融工具以及央企省企支持，运用政府与社会资本合作（PPP）、基础设施领域不动产投资信托基金（REITs）、城市发展基金等方式，盘活存量资产，撬动金融资金和社会资本。全面实行“专班+专家+专业机构”模式，围绕“十四五”扩大内需战略重点支,15000000.0,,咸阳市2023政府工作报告.docx
西部,咸阳,2023,政府工作报告,human,文化,做强县域支撑。推进县域经济高质量发展政策措施落地见效，实施县域争先进位行动，支持乾县、武功、礼泉经济总量向200亿元迈进。落实“一县一策”事项清单，每个县打造1个首位产业和1—2个特色产业集群。实施园区提档升级行动，把体制机制改革作为开发区发展重中之重，支持三原创建国家级高新区，三年实现省级开发区县域全覆盖。实施县城品质提升行动，以县城建设示范县创建为抓手，推动“三大活动”向县城延伸，增强县城承载功能。引导县域融入西安都市圈，协同推进重点功能组团发展，唱好西安咸阳“双城记”。巩固提升重点示范镇、,2000000.0,,咸阳市2023政府工作报告.docx
西部,咸阳,2023,政府工作报告,human,引进,更大力度开展招商引资。坚持链式思维，突出16条重点产业链，积极承接产业转移，提高外出招商、驻外机构招商、会展招商的实效性，办好央企、民企进咸以及咸阳招商号等活动。运用投行思维，发挥产投集团作用，借助风投基金、引导基金，导入产业、催化创新，形成募、投、管、退良性循环。强化闭环思维，坚持审慎承诺和刚性兑现，切实提高项目签约率、开工率、进资率。完善招商引资责任、推进、考评、督导体系，在引进重大产业项目上取得新突破，确保到位资金1470亿元以上。,14700000.0,,咸阳市2023政府工作报告.docx
西部,咸阳,2023,政府工作报告,human,引进,更高水平扩大对外开放。依托西安咸阳国际机场、中欧班列长安号国际窗口和平台，大力发展临空经济，积极融入“双循环”新发展格局。发挥武功电商示范作用，培育跨境电商、海外仓等新业态，打造西部重要商品集散地。支持咸阳高新区、经开区创建陕西自贸试验区协同创新区，用好进博会、广交会等开放平台，支持优质企业和产品“走出去”，年内进出口规模突破185亿元。加大外资引进力度，推进韩国新能源高端材料等项目建设，全年实际利用外商直接投资7000万美元。,1850000.0,,咸阳市2023政府工作报告.docx
西部,自贡,2021,政府工作报告,human,文化,我们抓早抓实、多措并举，经济稳步复苏逐季向好。抢抓疫情较早进入总体平稳的先机，按照市委确定的“稳一强二保三”工作思路，系统部署推进稳增长十项任务，出台支持中小微企业共渡难关10条等系列政策措施，全力以赴推动复工复产复商复市。坚持一企一策力促工业恢复，每季度开展工业竞进拉练，组建工作专班，全力协调解决原材料、防疫物资、用工等问题，工业用气全部纳入合同内价格执行，规模以上工业企业在全省率先全面复工复产，全年净增规模以上工业企业39户，创近年新高，累计达到606户。坚持“三抓联动”[9]“四重并举”[,3547000.0,,自贡市2021政府工作报告.docx.docx
西部,自贡,2021,政府工作报告,human,教育,我们积极探索、主动作为，改革开放迈出坚实步伐。重点领域改革稳步推进，川玻破产基本完成并依托原有产能引进中国建材集团，深化增减挂钩完成拆旧复垦6783亩，城市医联体、安宁疗护等改革纳入国家试点，义务教育阶段招生制度改革全面实施。低空空域协同管理改革有序开展，争取西部战区空军支持，空域进一步释放。科技创新能力不断增强，国家技术创新示范企业、省级院士（专家）产业园实现零突破，净增高新技术企业28户。西南（自贡）国际陆港加快建设，铁海联运班列开行104列、居全省第二，南铁路物流基地一期竣工投用，中通快递,4680000.0,,自贡市2021政府工作报告.docx.docx
西部,自贡,2021,政府工作报告,human,教育,我们倾情倾力、改善民生，社会大局保持和谐稳定。公共卫生服务体系建设全面加强，市传染病医院住院医技大楼一期开工建设，58家数字化预防接种门诊建成投用。医疗服务水平不断提升，卧龙湖康疗中心一期基本建成，市老年病医院一期投入使用，市第三人民医院建成三甲综合医院。“盐都未来工程”启动实施，在全省率先出台中小学校幼儿园规划建设办法，普惠性幼儿园在园幼儿比例达83%，高考一本上线率提高1.58个百分点，四川轻化工大学东部新城校区、自贡职业技术学院即将建成投用，教育卫生事业不断实现新的发展。农民体育健身工程实,13000.0,,自贡市2021政府工作报告.docx.docx
西部,自贡,2021,政府工作报告,human,文化,这五年，转型升级多点突破，产业结构不断优化。工业加快转型发展，节能环保装备产业列入国家战略性新兴产业集群发展工程，7户企业跻身全省机械工业50强；新材料产业发展强劲，大西洋焊接产业园全面达产，凯盛太阳能新材料一期即将竣工，投资超100亿元的川南新材料产业基地启动实施；航空产业园承载能力达到8平方公里，获批全省面积最大、高度最高的低空协同管理试点空域，纳入全国首批、西南唯一民用无人驾驶航空试验区，聚集中电科、成飞、腾盾等32户企业；电子信息产业从无到有，超越科技、中誉瑞禾、朗星达等19户企业建成投,1000000.0,,自贡市2021政府工作报告.docx.docx
西部,自贡,2021,政府工作报告,human,医院,这五年，改革开放全面深化，发展动能持续释放。四大投资集团组建运营，长征机床完成重整，企业有望实现重生发展。农商银行成功组建，316家企业在资本市场挂牌，PPP、FEPC实现融资437亿元，提升贷、应急周转金帮助企业融资70亿元。以“3+3”为重点的“放管服”改革推动营商环境持续优化，群众办事更加便利，市场活力明显增强，累计新增市场主体4.1万户。土地承包经营权确权颁证和农村集体资产清产核资基本完成。四川自贸试验区协同改革形成创新成果35项，全省复制推广2项。公立医院综合改革获国务院通报表扬。新一,4370000.0,,自贡市2021政府工作报告.docx.docx
西部,自贡,2021,政府工作报告,physical,能源,努力扩大投资需求。大力实施项目攻坚三年行动，聚力推动469个市级重大项目，完善集中开工、问题专报、分级调度、跟踪督办机制，确保龙凯高端纺织面料、自贡职业技术学院等73个重大项目投产投用，力促高铁自贡站配套设施二期等项目开工建设，重大项目完成投资850亿元以上。对接国家区域发展战略和相关专项规划，谋划储备一批基础性、战略性、全局性重大项目，加快成自渝城际快速通道、南部水厂等项目前期工作，着力纾解投资堵点。强化项目资金、土地、能源等要素保障，力争重大项目金融授信突破500亿元，积极争取中省预算内资金,8500000.0,,自贡市2021政府工作报告.docx.docx
西部,自贡,2021,政府工作报告,physical,能源,聚力发展先进制造业。深入实施工业项目三年攻坚行动，持续开展竞进拉练，工业投资增长13%以上，净增规模以上企业25户以上，新增园区承载能力4平方公里。做强做优装备制造业，支持东锅公司、川润股份等企业向氢能等领域拓展，力争腾凤无人机、蜜蜂飞机等项目竣工投产，加快推动成飞集团无人机项目建设，航空产业园新建标准化厂房11万平方米，累计入驻企业50户以上。大力发展先进材料产业，启动建设凯盛太阳能新材料二期，突出抓好川南新材料产业基地建设，实施晨光2.6万吨有机氟、达成化工和天逸化工迁建等项目，产业产值增长,100000.0,,自贡市2021政府工作报告.docx.docx
西部,自贡,2021,政府工作报告,human,引进,推动招商引资新突破。紧盯东部地区产业转移和成渝汽车、电子信息等优势产业，积极对接“三类500强”[23]、上市公司和行业龙头企业，举行先进材料、食品加工、冷链物流等专题招商活动，力争签约引进重大产业项目180个以上，其中10亿元以上项目40个。不断创新招商方式，建立健全投资促进顾问制度，探索开展“链长制”精准招商，增强委托招商、资本招商、以商招商、平台招商实效，力争到位省外资金480亿元以上。完善项目落地推进机制，强化招商项目服务队职能，开展全程跟踪服务，确保履约率、开工率、资金到位率分别达90,100000.0,,自贡市2021政府工作报告.docx.docx
